DEVICE ;FECHA ;NOMBRE DEL CLIENTE ;NOMBRE DEL PUNTO ;TIPO DE SERVICIO
098250323370;7/11/2025;MASSER S A S;1000  LIQ EDS SOLEDAD;MTTO PREVENTIVO
098331983370;7/11/2025;BBI COLOMBIA SAS;9833 CC PLAZA DEL SOL L281;MTTO CORRECTIVO
000018236570;7/11/2025;D1 S.A.S;10491 BOG LOURDES;MTTO PREVENTIVO
000018218670;7/11/2025;D1 S.A.S;10303-TIENDAS D1 ALCAZARES;MTTO PREVENTIVO
005484096270;7/11/2025;PLAN B INVESTMENTS S.A.S.;FV SB9 ISIMO EL CAMPIN;MTTO PREVENTIVO
009650000870;7/11/2025;CAJA DE COMPENSACION FAMILIAR - COMPENSAR;CALLE 42;MTTO PREVENTIVO
002377127570;7/11/2025;COLSUBSIDIO;1275 DROGUERIA LA CABRERA;MTTO PREVENTIVO
000018186770;7/11/2025;D1 S.A.S;12713 - TORRE IMPERIAL;MTTO PROFUNDO
005484101770;7/11/2025;PLAN B INVESTMENTS S.A.S.;FV ISIMO LAS FLORES;MTTO PREVENTIVO
002377141270;7/11/2025;COLSUBSIDIO;1412 DROG. PLAZA IMPERIAL;MTTO PREVENTIVO
000018160070;7/11/2025;D1 S.A.S;12156 BOG SANTA LIBRAD;MTTO PREVENTIVO
000018202670;7/11/2025;D1 S.A.S;10708-TIENDA D1 SANTA LUCIA;MTTO PREVENTIVO
098208001070;7/11/2025;JIN MAO  SAS;JIN MAO PAÑALERA VALENTINA 8 STA LIBRADA;MTTO PREVENTIVO
009171000270;7/11/2025;MATERIALES EMO S.A;FV BOGOTA SANTA LUCIA;MTTO PREVENTIVO
098250348870;7/11/2025;MASSER S A S;1000 EDS TERPEL SAN ANDRES;MTTO CORRECTIVO
000018195170;7/11/2025;D1 S.A.S;10629 BOG SUBA PTA DEL SOL;MTTO PREVENTIVO
009770061670;7/11/2025;JERONIMO MARTINS COLOMBIA SAS;SUBA PRADO VERANIEGO PLT;MTTO PROFUNDO
005484103870;7/11/2025;PLAN B INVESTMENTS S.A.S.;FV SD7 ISIMO CIUDAD ORIENTAL;MTTO CORRECTIVO
098250001270;7/11/2025;MASSER S A S;1000 LIQ LA CASONA;MTTO CORRECTIVO
098103049270;7/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;50Y57-AVENIDA COLOMBIA;MTTO CORRECTIVO
098103037970;7/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;OXXO 50KHU FLORA 586;MTTO CORRECTIVO
000018216770;7/11/2025;D1 S.A.S;12427 JAMUNDI BONANZA;MTTO PREVENTIVO
000018214370;7/11/2025;D1 S.A.S;10422-TIENDA D1 JAMUNDI CENTRO;MTTO PREVENTIVO
009770097470;7/11/2025;JERONIMO MARTINS COLOMBIA SAS;974 PORTAL CARRERA 2;MTTO PREVENTIVO
098250333070;7/11/2025;MASSER S A S;1000  LIQ  EDS CAUCA FR;MTTO CORRECTIVO
000018216670;7/11/2025;D1 S.A.S;11970-TIENDA D1 CALI LAS CANAS;MTTO CORRECTIVO
000018162070;7/11/2025;D1 S.A.S;11401 TIENDA D1 CALI SILOE;MTTO CORRECTIVO
000018197970;7/11/2025;D1 S.A.S;10419-TIENDA D1 JAMUNDI SUR;MTTO PREVENTIVO
098250323870;7/11/2025;MASSER S A S;1000  LIQ  JAMUNDI;MTTO PREVENTIVO
000018166970;7/11/2025;D1 S.A.S;10052 BELEN SAN BERNARDO;MTTO PREVENTIVO
000018254670;7/11/2025;D1 S.A.S;10060 MED BELEN FATIMA;MTTO PROFUNDO
000018253870;7/11/2025;D1 S.A.S;10011 MED BELEN ALMENDROS;MTTO PROFUNDO
009550006670;7/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOMPRAR AVENTURA;MTTO PROFUNDO
009550002070;7/11/2025;COLOMBIANA DE COMERCIO S A;ALKOMPRAR MOLINOS;MTTO PROFUNDO
009150315570;7/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS TANQUIADERO FR;MTTO PROFUNDO
009554000370;7/11/2025;COLOMBIANA DE COMERCIO S A;FV CORBETA DISTRIBUCIONES MEDELLIN;MTTO CORRECTIVO
009770132070;7/11/2025;JERONIMO MARTINS COLOMBIA SAS;1320 SAN JOSE CALLE 77;MTTO PROFUNDO
009891026170;7/11/2025;BIMBO DE COLOMBIA S.A.;BIMBO DE COLOMBIA SA - SABANETA;MTTO PROFUNDO
000018170570;7/11/2025;D1 S.A.S;11838 TIENDA D1 LA SELVA;MTTO CORRECTIVO
000018235470;7/11/2025;D1 S.A.S;10021-TIENDA D1 SABANETA CES;MTTO PROFUNDO
000018234170;7/11/2025;D1 S.A.S;10090-D1 SABANETA SAN JOSE;MTTO PROFUNDO
009550006770;8/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOMPRAR BARRANQUILLA UNICO;MTTO PREVENTIVO
009150305570;8/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS PUERTA DE ORO FR;MTTO PREVENTIVO
005484096370;8/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q93  ISIMO BUENOS AIRES;MTTO PREVENTIVO
098250353170;8/11/2025;MASSER S A S;1200 SIETE DE ABRIL;MTTO CORRECTIVO
000018218070;8/11/2025;D1 S.A.S;11704-TIENDA D1 GRAN ESTACION;MTTO PREVENTIVO
005484101670;8/11/2025;PLAN B INVESTMENTS S.A.S.;FV SDO ISIMO VILLA ESPERANZA;MTTO PREVENTIVO
002377967070;8/11/2025;COLSUBSIDIO;DROG. KENNEDY - BOGOTA;MTTO PREVENTIVO
000018132870;8/11/2025;D1 S.A.S;12433 - BOG ARRECIFE;MTTO PREVENTIVO
009770149070;8/11/2025;JERONIMO MARTINS COLOMBIA SAS;1490 FONTIBON - EL REFUGIO (JMV);MTTO PREVENTIVO
000018216370;8/11/2025;D1 S.A.S;11453-TIENDA D1 CALI LA MERCED;MTTO CORRECTIVO
004608024870;8/11/2025;DISTRACOM S A;DISTRACOM GRANADA;MTTO CORRECTIVO
000018162070;8/11/2025;D1 S.A.S;11401 TIENDA D1 CALI SILOE;MTTO CORRECTIVO
009150334870;8/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  AUTOPISTA CALLE 10 FR;MTTO PREVENTIVO
009178001570;8/11/2025;SUPERMERCADO LA GRAN COLOMBIA S A;FV GRANCOLOMBIA ALM LA 70 - 805027024;MTTO PREVENTIVO
000018170570;8/11/2025;D1 S.A.S;11838 TIENDA D1 LA SELVA;MTTO CORRECTIVO
005484101570;8/11/2025;PLAN B INVESTMENTS S.A.S.;I77 ISIMO VERSALLES;MTTO CORRECTIVO
005484099670;8/11/2025;PLAN B INVESTMENTS S.A.S.;FV I75 ISIMO POPULAR;MTTO CORRECTIVO
009150335870;8/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS LA PALOMA FR FR;MTTO CORRECTIVO
000018159370;8/11/2025;D1 S.A.S;10016 LA ESTRELLA PARQUE;MTTO PROFUNDO
000018163370;8/11/2025;D1 S.A.S;12305 EST POBLADO SUR;MTTO PREVENTIVO
004623000170;8/11/2025;SOCIEDAD COMERCIALIZADORA DE COMBUSTIBLES S A S;FV EDS  PUERTO ESTRELLA;MTTO PROFUNDO
004608013170;8/11/2025;DISTRACOM S A;EDS LA TASAJERA;MTTO CORRECTIVO
002318000570;8/11/2025;ZEUSS PETROLEUM SAS;FV EDS ZEUSS PLANTA MAYORISTA;MTTO CORRECTIVO
005484087870;11/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q77 ISIMO MANANTIALES;MTTO PREVENTIVO
005484035570;11/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q12 SOLEDAD LAS TRINITARIAS;MTTO PREVENTIVO
005484033570;11/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q58  BARRANQUILLA LA UNION;MTTO CORRECTIVO
098331983370;11/11/2025;BBI COLOMBIA SAS;9833 CC PLAZA DEL SOL L281;MTTO CORRECTIVO
005484033270;11/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q01 ATL PTO COLOMBIA VILLA CAMPESTRE;MTTO CORRECTIVO
009150300570;11/11/2025;ORGANIZACION TERPEL SA;1000 LIQ BOSTON FR;MTTO PREVENTIVO
013273004171;11/11/2025;DENTIX COLOMBIANA S.A.S;DENTIX PORTAL DEL PRADO;MTTO CORRECTIVO
004028006670;11/11/2025;SUPERTIENDAS Y DROGUERIAS OLIMPICA;FV  STO 066 ALAMEDA DEL RIO;MTTO PREVENTIVO
009770102070;11/11/2025;JERONIMO MARTINS COLOMBIA SAS;1020 SOLEDAD LOS MANGOS;MTTO PREVENTIVO
000018196870;11/11/2025;D1 S.A.S;10607-TIENDA D1 PERDOMO;MTTO PREVENTIVO
000018221470;11/11/2025;D1 S.A.S;10600-TIENDA D1 SAN CARLOS TUNJUELITO;MTTO PREVENTIVO
005484006670;11/11/2025;PLAN B INVESTMENTS S.A.S.;FV S60 LUCERO BAJO;MTTO PREVENTIVO
009150304970;11/11/2025;ORGANIZACION TERPEL SA;1000 EDS AV BOYACA SUR;MTTO PREVENTIVO
009770147570;11/11/2025;JERONIMO MARTINS COLOMBIA SAS;1475 CIUDAD BOLIVAR - LUCERO ALTO;MTTO PREVENTIVO
009149001770;11/11/2025;FARMATODO COLOMBIA S A;BRITALIA NORTE;MTTO PROFUNDO
000018163970;11/11/2025;D1 S.A.S;10980 D1 VALLADOLID;MTTO PREVENTIVO
000018171670;11/11/2025;D1 S.A.S;10507 TIENDA D1 EL CARMEN;MTTO PREVENTIVO
005484001370;11/11/2025;PLAN B INVESTMENTS S.A.S.;FV S15  FONTIBON PLAZA;MTTO PREVENTIVO
004465001370;11/11/2025;MOVILGAS LTDA;FV EDS MILENIUMGAS CALLE 13;MTTO PREVENTIVO
009770054970;11/11/2025;JERONIMO MARTINS COLOMBIA SAS;549 KENNEDY TINTALA;MTTO PROFUNDO
009149001970;11/11/2025;FARMATODO COLOMBIA S A;FARMATODO HAYUELOS;MTTO PROFUNDO
000018177270;11/11/2025;D1 S.A.S;10693 TIENDA D1 CALI EL TRONCAL;MTTO PREVENTIVO
000018176070;11/11/2025;D1 S.A.S;11153 TIENDA D1 CALI FLORA INDUSTRIAL;MTTO PREVENTIVO
004608024870;11/11/2025;DISTRACOM S A;DISTRACOM GRANADA;MTTO CORRECTIVO
004608013570;11/11/2025;DISTRACOM S A;135 EDS VILLA COLOMBIA;MTTO CORRECTIVO
#N/D;11/11/2025;MASSER S A S;1000 LIQ EDS LOS ALCAZARES;MTTO CORRECTIVO
005522000170;11/11/2025;PQUIM S A S;FV PQUIM CAL;MTTO PREVENTIVO
000018216670;11/11/2025;D1 S.A.S;11970-TIENDA D1 CALI LAS CANAS;MTTO CORRECTIVO
000018215870;11/11/2025;D1 S.A.S;11271-TIENDA D1 CALI EL OLIMPICO;MTTO PREVENTIVO
000018162070;11/11/2025;D1 S.A.S;11401 TIENDA D1 CALI SILOE;MTTO CORRECTIVO
009770095870;11/11/2025;JERONIMO MARTINS COLOMBIA SAS;958 ANTONIO NARINO;MTTO CORRECTIVO
098250352470;11/11/2025;MASSER S A S;1000 EDS LA 25;MTTO PREVENTIVO
009550000170;11/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOMPRAR UNICO;MTTO CORRECTIVO
000018164570;11/11/2025;D1 S.A.S;10227 TIENDA D1 PARIS;MTTO CORRECTIVO
000018226170;11/11/2025;D1 S.A.S;10268 TIENDA D1 BELL AMAZONIA;MTTO PREVENTIVO
005484101570;11/11/2025;PLAN B INVESTMENTS S.A.S.;I77 ISIMO VERSALLES;MTTO CORRECTIVO
005484103670;11/11/2025;PLAN B INVESTMENTS S.A.S.;FV I79 ISIMO PICACHITO;MTTO CORRECTIVO
009150303070;11/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS LA AMERICA;MTTO PROFUNDO
000018251770;11/11/2025;D1 S.A.S;12132 MED UVA;MTTO CORRECTIVO
000018251170;11/11/2025;D1 S.A.S;10967 ITAGUI BARRIO TRIANA;MTTO PROFUNDO
005484026170;11/11/2025;PLAN B INVESTMENTS S.A.S.;FV I03 ITAGUI EL CAMI;MTTO PROFUNDO
009171002070;11/11/2025;MATERIALES EMO S.A;FV ITAGUI;MTTO PROFUNDO
098331178270;11/11/2025;BBI COLOMBIA SAS;1782 CENTRO COMERCIAL AVES MARIA;MTTO CORRECTIVO
009578000170;11/11/2025;ESTACION DE SERVICIO DEL SUR S A;FV EDS DEL SUR MEDELLIN;MTTO PROFUNDO
009150317270;12/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS LA PAZ FR;MTTO CORRECTIVO
098103053570;12/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;506Q0-DISTRITO 90;MTTO CORRECTIVO
100458000570;12/11/2025;PRICESMART COLOMBIA SAS;XC3474 PRICESMART BAQ;MTTO PREVENTIVO
004028004270;12/11/2025;SUPERTIENDAS Y DROGUERIAS OLIMPICA;FV  STO 042 UNIVERSAL;MTTO PREVENTIVO
005484033070;12/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q19 BARRANQUILLA EL PORVENIR CALLE 82;MTTO PREVENTIVO
005484040570;12/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q71 BARRANQUILLA LAS DELICIAS;MTTO PREVENTIVO
009150300370;12/11/2025;ORGANIZACION TERPEL SA;1000  EDS AMIRA DE LA ROSA FR LIQUIDOS LA 54;MTTO PREVENTIVO
005419000570;12/11/2025;FUNDACION OFTALMOLOGICA DEL CARIBE;FV FOCA 51B;MTTO PREVENTIVO
009770098870;12/11/2025;JERONIMO MARTINS COLOMBIA SAS;988 BARRANQUILLA LAS CAYENAS;MTTO PREVENTIVO
000018163270;12/11/2025;D1 S.A.S;10735 TIENDA D1 DIVERPLAZA;MTTO PREVENTIVO
005484087170;12/11/2025;PLAN B INVESTMENTS S.A.S.;FV S98 VILLA GLADYS;MTTO PREVENTIVO
009770055870;12/11/2025;JERONIMO MARTINS COLOMBIA SAS;558 CHAPINERO ALCAZARES;MTTO PREVENTIVO
000018173670;12/11/2025;D1 S.A.S;10574 TIENDA D1 BOSA BRASIL;MTTO PREVENTIVO
009770127570;12/11/2025;JERONIMO MARTINS COLOMBIA SAS;1275 - BOSA BRASILIA;MTTO PROFUNDO
009770054970;12/11/2025;JERONIMO MARTINS COLOMBIA SAS;549 KENNEDY TINTALA;MTTO CORRECTIVO
000018200370;12/11/2025;D1 S.A.S;12061-TIENDA D1 BOG BOSA SAN PEDRO;MTTO PREVENTIVO
000018280070;12/11/2025;D1 S.A.S;13090 - BOG BOSA PARQUES;MTTO PREVENTIVO
009770089270;12/11/2025;JERONIMO MARTINS COLOMBIA SAS;892 BOSA JARDIN;MTTO PREVENTIVO
100443000170;12/11/2025;AVICOLA POLLO LISTO SAS;FV VILLA GORGONA;MTTO CORRECTIVO
100443000270;12/11/2025;AVICOLA POLLO LISTO SAS;FV SANTA HELENA;MTTO CORRECTIVO
009150317570;12/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS LA 50 FR;MTTO PREVENTIVO
009150301870;12/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS LIMONAR;MTTO PREVENTIVO
098250360470;12/11/2025;MASSER S A S;1200 PRADOS DEL NORTE;MTTO CORRECTIVO
009150215570;12/11/2025;ORGANIZACION TERPEL SA;1200 GNV GNC CORDOBA FR;MTTO CORRECTIVO
004608019970;12/11/2025;DISTRACOM S A;EDS AUTOPISTA;MTTO PROFUNDO
098250345070;12/11/2025;MASSER S A S;1000 EDS TRANVIA;MTTO PREVENTIVO
009770135470;12/11/2025;JERONIMO MARTINS COLOMBIA SAS;1354 BELEN PARQUE MIRAVALLE CALLE 31;MTTO PROFUNDO
002396000170;12/11/2025;CLINICA DE OFTALMOLOGIA SAN DIEGO S.A.;FV CLINICA OFTALM DE SN DIEGO;MTTO PROFUNDO
007452000170;12/11/2025;EMPRESA METROPOLITANA DE TRANSITO DEL ABURRA SUR S;FV EMTRASUR LA ESTRELLA;MTTO PROFUNDO
004608030670;13/11/2025;DISTRACOM S A;EDS LOS ANGELES ATLANTICO;MTTO PREVENTIVO
005484038870;13/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q63 ATLANTICO SABANALARGA AVENIDA BOGOTA;MTTO PREVENTIVO
098250322670;13/11/2025;MASSER S A S;1000  LIQ  PUERTO GIRALDO;MTTO CORRECTIVO
098250354070;13/11/2025;MASSER S A S;1000 EDS EL RANCHO;MTTO PREVENTIVO
009554009370;13/11/2025;COLOMBIANA DE COMERCIO S A;FV CORBETA BARRANQUILLA;MTTO PREVENTIVO
005484038270;13/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q05 ATLANTICO SOLEDAD HIPODROMO;MTTO PREVENTIVO
005484036270;13/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q23 BARRANQUILLA CONCEPCION;MTTO CORRECTIVO
005484091570;13/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q84 MURILLO LAS MORAS;MTTO PREVENTIVO
098250342670;13/11/2025;MASSER S A S;1000  EDS CALLE 30;MTTO PREVENTIVO
000018277770;13/11/2025;D1 S.A.S;13033 CODITO BUENAVISTA;MTTO PREVENTIVO
009891020470;13/11/2025;BIMBO DE COLOMBIA S.A.;BIMBO BOGOTA NORTE PLUS;MTTO PREVENTIVO
001768000270;13/11/2025;TORRES Y CARDOZO LTDA;EDS SANTA TERESA;MTTO PREVENTIVO
005528000370;13/11/2025;LA NACIONAL DE LICORES DE COLOMBIA SAS;FV LA NACIONAL DE LICORES CRA 18;MTTO PREVENTIVO
006688000370;13/11/2025;FERRETERIA ANDRES MARTINEZ SAS;FV CENTRO;MTTO PROFUNDO
000018221770;13/11/2025;D1 S.A.S;10856-TIENDA D1 FUNDADORES;MTTO PREVENTIVO
000018164970;13/11/2025;D1 S.A.S;10709 TIENDA D1 VILLANUEVA;MTTO PREVENTIVO
009891019470;13/11/2025;BIMBO DE COLOMBIA S.A.;BIMBO DE COLOMBIA SA - BIMBO SUR ALQUERIA;MTTO PREVENTIVO
PROCOIN-0195;13/11/2025;BIMBO DE COLOMBIA S.A.;BIMBO DE COLOMBIA SA - BIMBO SUR ALQUERIA 2;MTTO PREVENTIVO
004586015770;13/11/2025;ARCOS DORADOS COLOMBIA SAS;CMY- MAC DONALD - CENTRO MAYOR;MTTO PREVENTIVO
005484098470;13/11/2025;PLAN B INVESTMENTS S.A.S.;FV SC3 ISIMO UNICENTRO DE OCCIDENTE;MTTO PREVENTIVO
009770122370;13/11/2025;JERONIMO MARTINS COLOMBIA SAS;1223 - KENNEDY - VILLA ALSACIA (JMV);MTTO CORRECTIVO
001763199470;13/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO CALI NORTE;MTTO PREVENTIVO
001763199570;13/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOSTO CALI NORTE 2;MTTO PREVENTIVO
009553002570;13/11/2025;COLOMBIANA DE COMERCIO S A;FV KTRONIX CALI CHIPICHAPE;MTTO PREVENTIVO
098250340170;13/11/2025;MASSER S A S;1000  LIQ  EDS LOS ANDES  LIQUIDOS;MTTO CORRECTIVO
100285000170;13/11/2025;GLOBOVENTAS SA;FV GLOBOVENTAS;MTTO CORRECTIVO
000018214570;13/11/2025;D1 S.A.S;10424-TIENDA D1 PALMIRA ZAMORANO;MTTO PREVENTIVO
000018196170;13/11/2025;D1 S.A.S;10428 TIENDA D1 PALMIRA CARMELOS;MTTO PREVENTIVO
000018176770;13/11/2025;D1 S.A.S;10436 TIENDA D1 PALMIRA ALAMEDA;MTTO PREVENTIVO
000018216470;13/11/2025;D1 S.A.S;11863-TIENDA D1 PALMIRA BIZERTA;MTTO PREVENTIVO
004608002470;13/11/2025;DISTRACOM S A;24 EDS TERMINAL CALI;MTTO CORRECTIVO
001280003970;13/11/2025;COLVANES SAS ;ACOPI YUMBO 2;MTTO PREVENTIVO
001280002370;13/11/2025;COLVANES SAS ;ACOPI YUMBO;MTTO PREVENTIVO
009150302070;13/11/2025;ORGANIZACION TERPEL SA;1000 LIQ ESTACION DE SERVICIO TERPEL GRANADA;MTTO CORRECTIVO
000018195970;13/11/2025;D1 S.A.S;10374-TIENDA D1 PALMIRA CENTRO;MTTO PREVENTIVO
098103086570;13/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;50DYM - EDS PORTAL NIQUIA;MTTO PREVENTIVO
000018212270;13/11/2025;D1 S.A.S;12424 - LA AMERICA SAN JUAN;MTTO PROFUNDO
000018167470;13/11/2025;D1 S.A.S;10203 MED LA AMERICA;MTTO PROFUNDO
000018211570;13/11/2025;D1 S.A.S;10880-TIENDA D1 MED BARRIO CRISTOBAL 2;MTTO PROFUNDO
000018209270;13/11/2025;D1 S.A.S;10986-TIENDA D1 BODEGA LA 76;MTTO PROFUNDO
009770123970;13/11/2025;JERONIMO MARTINS COLOMBIA SAS;1239 - SAN BERNARDO;MTTO PROFUNDO
009889003270;13/11/2025;MADECENTRO COLOMBIA S.A.S;LA AMERICA;MTTO PROFUNDO
005484039270;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q14 BARRANQUILLA UNIVERSAL CARRERA 2;MTTO PREVENTIVO
009770141970;14/11/2025;JERONIMO MARTINS COLOMBIA SAS;1419 BARRANQUILLA SANTA ELENA;MTTO PREVENTIVO
098250360070;14/11/2025;MASSER S A S;1200 GNV RIBERA;MTTO PREVENTIVO
005484038070;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q66 BARRANQUILLA SAN REMO;MTTO PREVENTIVO
005484040370;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q69 - BARRANQUILLA OLAYA CALLE 71;MTTO PREVENTIVO
005484035870;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q07 BARRANQUILLA CALLE 84;MTTO PREVENTIVO
005484032970;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q41 BARRANQUILLA CRA 43 76;MTTO PREVENTIVO
000018195870;14/11/2025;D1 S.A.S;11919-TIENDA D1 BOGOTA GUSTAVO RESTREPO;MTTO PREVENTIVO
000018301070;14/11/2025;D1 S.A.S;11776 - LAS CRUCES;MTTO PREVENTIVO
000018138070;14/11/2025;D1 S.A.S;12567 BOG GUACAMAYAS;MTTO PREVENTIVO
001910002270;14/11/2025;CALYPSO DEL CARIBE SA;CALYPSO DEL CARIBE - 20 DE JULIO;MTTO PREVENTIVO
009150309470;14/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS  MARIANA;MTTO CORRECTIVO
000300000970;14/11/2025;ALMACENES EXITO S A;EDS AMERICAS;MTTO PROFUNDO
009376000170;14/11/2025;ZULUAGA Y SOTO SAS;OFICINA PRINCIPAL;MTTO PROFUNDO
000018218870;14/11/2025;D1 S.A.S;10319-TIENDAS D1 GAITAN;MTTO PREVENTIVO
005484001770;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV S19 POLO CLUB;MTTO PREVENTIVO
009770136170;14/11/2025;JERONIMO MARTINS COLOMBIA SAS;1361 BARRIOS UNIDOS - JORGE ELIECER GAITAN (JMV);MTTO PREVENTIVO
009770152670;14/11/2025;JERONIMO MARTINS COLOMBIA SAS;1526 SANTA CECILIA FRA;MTTO PREVENTIVO
009650004770;14/11/2025;CAJA DE COMPENSACION FAMILIAR - COMPENSAR;CALLE 26;MTTO CORRECTIVO
000018214170;14/11/2025;D1 S.A.S;10409-TIENDA D1 CALI AV AMERICAS;MTTO PREVENTIVO
000018176470;14/11/2025;D1 S.A.S;10429 TIENDA D1 CALI VILLA DEL PRADO;MTTO PREVENTIVO
009150306070;14/11/2025;ORGANIZACION TERPEL SA;1000 LIQ EDS GUADUALES;MTTO CORRECTIVO
004608028070;14/11/2025;DISTRACOM S A;LA BASILICA;MTTO PREVENTIVO
009770043370;14/11/2025;JERONIMO MARTINS COLOMBIA SAS;RESTREPO VALLE;MTTO PREVENTIVO
009770057070;14/11/2025;JERONIMO MARTINS COLOMBIA SAS;TEATRO DARIEN (CALIMA);MTTO PREVENTIVO
098250360870;14/11/2025;MASSER S A S;1300 TDC CLIP;MTTO PREVENTIVO
098250360670;14/11/2025;MASSER S A S;1300 TDC BIZERTA;MTTO PREVENTIVO
004608024270;14/11/2025;DISTRACOM S A;DISTRACOM MADRE LAURA;MTTO PREVENTIVO
098250324270;14/11/2025;MASSER S A S;1000  LIQ  SABALETAS;MTTO PREVENTIVO
000018179870;14/11/2025;D1 S.A.S;11023 TIENDA D1 PARIS 2;MTTO PROFUNDO
005484032570;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV I33 MEDELLIN SANTA CRUZ;MTTO PROFUNDO
005484095870;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV I67 ISIMO RIACHUELOS;MTTO CORRECTIVO
009770143770;14/11/2025;JERONIMO MARTINS COLOMBIA SAS;1437 COMUNA 8 VILLAHERMOSA CRA 39A (BATALLÓN);MTTO PROFUNDO
009770128470;14/11/2025;JERONIMO MARTINS COLOMBIA SAS;1284 MANRRIQUE CALLE GARDEL;MTTO PREVENTIVO
005484031170;14/11/2025;PLAN B INVESTMENTS S.A.S.;FV I11 MEDELLIN NOGAL;MTTO PROFUNDO
100344000370;14/11/2025;INVER TAMAYO OCHOA LTDA;FV TERMINAL DE TRANSPORTE SUR;MTTO PROFUNDO
#N/D;14/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS VILLANUEVA FR LIQU FR;MTTO PROFUNDO
000018193470;14/11/2025;D1 S.A.S;10965-TIENDA D1 MED MIRANDA;MTTO CORRECTIVO
009550006670;14/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOMPRAR AVENTURA;MTTO CORRECTIVO
005484036670;15/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q10 BARRANQUILLA SAN JOSE;MTTO CORRECTIVO
009770042770;15/11/2025;JERONIMO MARTINS COLOMBIA SAS;BARRANQUILLA METROCENTRO TIA;MTTO CORRECTIVO
098331983370;15/11/2025;BBI COLOMBIA SAS;9833 CC PLAZA DEL SOL L281;MTTO CORRECTIVO
005484032970;15/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q41 BARRANQUILLA CRA 43 76;MTTO CORRECTIVO
001910002870;15/11/2025;CALYPSO DEL CARIBE SA;BARRANQUILLA;MTTO CORRECTIVO
013273004171;15/11/2025;DENTIX COLOMBIANA S.A.S;DENTIX PORTAL DEL PRADO;MTTO CORRECTIVO
004608013070;15/11/2025;DISTRACOM S A;DISTRACOM CARNAVAL;MTTO CORRECTIVO
005484091570;15/11/2025;PLAN B INVESTMENTS S.A.S.;FV Q84 MURILLO LAS MORAS;MTTO CORRECTIVO
009150317270;15/11/2025;ORGANIZACION TERPEL SA;1000  LIQ  EDS LA PAZ FR;MTTO CORRECTIVO
098250353170;15/11/2025;MASSER S A S;1200 SIETE DE ABRIL;MTTO CORRECTIVO
098250350070;15/11/2025;MASSER S A S;1000 EDS PARAISO;MTTO CORRECTIVO
009150300670;15/11/2025;ORGANIZACION TERPEL SA;1000 EDS BARRANQUILLITA FR;MTTO CORRECTIVO
098103059670;15/11/2025;CADENA COMERCIAL OXXO COLOMBIA S A S;BARRANQUILLA-50KFI-LA CONCEPCIÓN;MTTO CORRECTIVO
009550004570;15/11/2025;COLOMBIANA DE COMERCIO S A;FV ALKOMPRAR AKT BOYACA;MTTO CORRECTIVO
000018236470;15/11/2025;D1 S.A.S;12252 - BOG HAYUELOS;MTTO PREVENTIVO
000018249670;15/11/2025;D1 S.A.S;12575 EL CODITO;MTTO PREVENTIVO
009770018670;15/11/2025;JERONIMO MARTINS COLOMBIA SAS;186 VERBENAL;MTTO PREVENTIVO
